ISSN	Título	Estrato	Área de Avaliação	Status
0003-2700	Analytical Chemistry (Washington)	A2	ASTRONOMIA / FÍSICA	Atualizado
0003-4916	Annals of Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1941-1405	Annual Review of Marine Science	A2	ASTRONOMIA / FÍSICA	Atualizado
1523-0864	Antioxidants & Redox Signalling	A2	ASTRONOMIA / FÍSICA	Atualizado
0926-3373	Applied Catalysis. B, Environmental (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0003-6951	Applied Physics Letters	A2	ASTRONOMIA / FÍSICA	Atualizado
1432-0746	Astronomy and Astrophysics	A2	ASTRONOMIA / FÍSICA	Atualizado
0004-6361	Astronomy & Astrophysics (Berlin. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0927-6505	Astroparticle Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1680-7324	Atmospheric Chemistry and Physics (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
1680-7316	Atmospheric Chemistry and Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0264-6021	Biochemical Journal (London. 1984)	A2	ASTRONOMIA / FÍSICA	Atualizado
0006-2952	Biochemical Pharmacology	A2	ASTRONOMIA / FÍSICA	Atualizado
0005-2736	Biochimica et Biophysica Acta. Biomembranes	A2	ASTRONOMIA / FÍSICA	Atualizado
0304-4165	Biochimica et Biophysica Acta. G, General Subjects (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1367-4803	Bioinformatics (Oxford. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1525-7797	Biomacromolecules	A2	ASTRONOMIA / FÍSICA	Atualizado
0006-3495	Biophysical Journal (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0956-5663	Biosensors & Bioelectronics	A2	ASTRONOMIA / FÍSICA	Atualizado
1754-6834	Biotechnology for Biofuels	A2	ASTRONOMIA / FÍSICA	Atualizado
0006-4971	Blood (Philadelphia, PA)	A2	ASTRONOMIA / FÍSICA	Atualizado
0007-1188	British Journal of Pharmacology	A2	ASTRONOMIA / FÍSICA	Atualizado
0008-543X	Cancer (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0008-5472	Cancer Research (Chicago, Ill.)	A2	ASTRONOMIA / FÍSICA	Atualizado
0008-6223	Carbon (New York)	A2	ASTRONOMIA / FÍSICA	Atualizado
1420-682X	Cellular and Molecular Life Sciences (Printed ed.)	A2	ASTRONOMIA / FÍSICA	Atualizado
1867-3899	ChemCatChem	A2	ASTRONOMIA / FÍSICA	Atualizado
1867-3880	ChemCatChem	A2	ASTRONOMIA / FÍSICA	Atualizado
1359-7345	Chemical Communications (London. 1996. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0947-6539	Chemistry - A European Journal	A2	ASTRONOMIA / FÍSICA	Atualizado
1439-4235	ChemPhysChem (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1864-5631	ChemSusChem (Weinheim. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0264-9381	Classical and Quantum Gravity (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0930-7575	Climate Dynamics	A2	ASTRONOMIA / FÍSICA	Atualizado
0010-3616	Communications in Mathematical Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
1528-7483	Crystal Growth & Design	A2	ASTRONOMIA / FÍSICA	Atualizado
1466-8033	CrystEngComm (Cambridge. Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
0929-8673	Current Medicinal Chemistry	A2	ASTRONOMIA / FÍSICA	Atualizado
1477-9226	Dalton Transactions (2003. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1359-6446	Drug Discovery Today	A2	ASTRONOMIA / FÍSICA	Atualizado
1388-2481	Electrochemistry Communications	A2	ASTRONOMIA / FÍSICA	Atualizado
1469-221X	EMBO Reports (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0160-4120	Environment International	A2	ASTRONOMIA / FÍSICA	Atualizado
1044-3983	Epidemiology (Cambridge, Mass., Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1434-6052	European Physical Journal C. Particles and Fields	A2	ASTRONOMIA / FÍSICA	Atualizado
1434-6044	European Physical Journal. C, Particles and Fields (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0295-5075	Europhysics Letters (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0014-3820	Evolution (Lancaster, PA.)	A2	ASTRONOMIA / FÍSICA	Atualizado
1359-6640	Faraday Discussions	A2	ASTRONOMIA / FÍSICA	Atualizado
0891-5849	Free Radical Biology & Medicine	A2	ASTRONOMIA / FÍSICA	Atualizado
1088-9051	Genome Research	A2	ASTRONOMIA / FÍSICA	Atualizado
0886-6236	Global Biogeochemical Cycles	A2	ASTRONOMIA / FÍSICA	Atualizado
1354-1013	Global Change Biology (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1342-937X	Gondwana Research	A2	ASTRONOMIA / FÍSICA	Atualizado
1463-9262	Green Chemistry (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0270-9139	Hepatology (Baltimore, Md.)	A2	ASTRONOMIA / FÍSICA	Atualizado
1050-9631	Hippocampus (New York, N.Y. Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0019-1035	Icarus (New York, N.Y. 1962)	A2	ASTRONOMIA / FÍSICA	Atualizado
1077-260X	IEEE Journal of Selected Topics in Quantum Electronics	A2	ASTRONOMIA / FÍSICA	Atualizado
0020-1669	Inorganic Chemistry	A2	ASTRONOMIA / FÍSICA	Atualizado
0360-3199	International Journal of Hydrogen Energy	A2	ASTRONOMIA / FÍSICA	Atualizado
0305-7453	Journal of Antimicrobial Chemotherapy (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0021-8898	Journal of Applied Crystallography	A2	ASTRONOMIA / FÍSICA	Atualizado
0021-9517	Journal of Catalysis (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1549-9596	Journal of Chemical Information and Modeling	A2	ASTRONOMIA / FÍSICA	Atualizado
1549-9618	Journal of Chemical Theory and Computation	A2	ASTRONOMIA / FÍSICA	Atualizado
0192-8651	Journal of Computational Chemistry	A2	ASTRONOMIA / FÍSICA	Atualizado
0021-9991	Journal of Computational Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0168-3659	Journal of Controlled Release	A2	ASTRONOMIA / FÍSICA	Atualizado
1748-0221	Journal of Instrumentation	A2	ASTRONOMIA / FÍSICA	Atualizado
0959-9428	Journal of Materials Chemistry (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0022-2623	Journal of Medicinal Chemistry	A2	ASTRONOMIA / FÍSICA	Atualizado
0022-2836	Journal of Molecular Biology	A2	ASTRONOMIA / FÍSICA	Atualizado
0022-3263	Journal of Organic Chemistry	A2	ASTRONOMIA / FÍSICA	Atualizado
1520-6106	Journal of Physical Chemistry. B	A2	ASTRONOMIA / FÍSICA	Atualizado
1932-7455	Journal of Physical Chemistry. C. (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
0378-7753	Journal of Power Sources (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1535-3893	Journal of Proteome Research (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1874-3919	Journal of Proteomics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0377-0486	Journal of Raman Spectroscopy	A2	ASTRONOMIA / FÍSICA	Atualizado
0743-7463	Langmuir	A2	ASTRONOMIA / FÍSICA	Atualizado
1054-660X	Laser Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
0024-9297	Macromolecules (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0888-8809	Molecular Endocrinology (Baltimore, Md.)	A2	ASTRONOMIA / FÍSICA	Atualizado
1543-8384	Molecular Pharmaceutics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0026-895X	Molecular Pharmacology (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0035-8711	Monthly Notices of the Royal Astronomical Society (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0883-7694	MRS Bulletin	A2	ASTRONOMIA / FÍSICA	Atualizado
1549-9634	Nanomedicine	A2	ASTRONOMIA / FÍSICA	Atualizado
1998-0124	Nano Research (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
2040-3364	Nanoscale (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1522-8517	Neuro-Oncology (Charlottesville, Va.)	A2	ASTRONOMIA / FÍSICA	Atualizado
1367-2630	New Journal of Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
0029-5515	Nuclear Fusion	A2	ASTRONOMIA / FÍSICA	Atualizado
0550-3213	Nuclear Physics. B (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0305-1048	Nucleic Acids Research	A2	ASTRONOMIA / FÍSICA	Atualizado
1094-4087	Optics Express	A2	ASTRONOMIA / FÍSICA	Atualizado
0146-9592	Optics Letters	A2	ASTRONOMIA / FÍSICA	Atualizado
1566-1199	Organic Electronics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1463-9076	PCCP. Physical Chemistry Chemical Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1463-9084	Physical Chemistry Chemical Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
1050-2947	Physical Review. A	A2	ASTRONOMIA / FÍSICA	Atualizado
1094-1622	Physical Review. A, Atomic, Molecular, and Optical Physics (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
1098-0121	Physical Review. B, Condensed Matter and Materials Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
1089-490X	Physical Review C	A2	ASTRONOMIA / FÍSICA	Atualizado
0556-2813	Physical Review. C. Nuclear Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1089-4918	Physical Review D (Particles, Fields, Gravitation and Cosmology)	A2	ASTRONOMIA / FÍSICA	Atualizado
1550-7998	Physical Review. D, Particles, Fields, Gravitation, and Cosmology	A2	ASTRONOMIA / FÍSICA	Atualizado
1550-2376	Physical Review E (Statistical, Nonlinear, and Soft Matter Physics)	A2	ASTRONOMIA / FÍSICA	Atualizado
1539-3755	Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0370-2693	Physics Letters. B (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1571-0645	Physics of Life Reviews (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0032-0889	Plant Physiology (Bethesda)	A2	ASTRONOMIA / FÍSICA	Atualizado
1545-7885	PLoS Biology (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
1553-734X	PLoS Computational Biology	A2	ASTRONOMIA / FÍSICA	Atualizado
1553-7358	PLOS Computational Biology (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
	PLoS Neglected Tropical Disease	A2	ASTRONOMIA / FÍSICA	Atualizado
1935-2735	PLoS Neglected Tropical Diseases (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
1932-6203	Plos One	A2	ASTRONOMIA / FÍSICA	Atualizado
0032-3861	Polymer (Guildford)	A2	ASTRONOMIA / FÍSICA	Atualizado
0018-9219	Proceedings of the IEEE	A2	ASTRONOMIA / FÍSICA	Atualizado
0079-6565	Progress in Nuclear Magnetic Resonance Spectroscopy	A2	ASTRONOMIA / FÍSICA	Atualizado
0146-6410	Progress in Particle and Nuclear Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
0004-6280	Publications of the Astronomical Society of the Pacific	A2	ASTRONOMIA / FÍSICA	Atualizado
1745-3933	Royal Astronomical Society. Monthly Notices. Letters (Online)	A2	ASTRONOMIA / FÍSICA	Atualizado
1745-3925	Royal Astronomical Society. Monthly Notices. Letters (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
1744-683X	Soft Matter (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0927-0248	Solar Energy Materials and Solar Cells	A2	ASTRONOMIA / FÍSICA	Atualizado
0038-6308	Space Science Reviews	A2	ASTRONOMIA / FÍSICA	Atualizado
0969-2126	Structure (London)	A2	ASTRONOMIA / FÍSICA	Atualizado
0004-6256	The Astronomical Journal (New York, N.Y.)	A2	ASTRONOMIA / FÍSICA	Atualizado
2041-8205	The Astrophysical Journal. Letters	A2	ASTRONOMIA / FÍSICA	Atualizado
0021-9258	The Journal of Biological Chemistry (Print)	A2	ASTRONOMIA / FÍSICA	Atualizado
0021-9606	The Journal of Chemical Physics	A2	ASTRONOMIA / FÍSICA	Atualizado
0022-1767	The Journal of Immunology (1950)	A2	ASTRONOMIA / FÍSICA	Atualizado
0270-6474	The Journal of Neuroscience	A2	ASTRONOMIA / FÍSICA	Atualizado
1089-5639	The Journal of Physical Chemistry. A	A2	ASTRONOMIA / FÍSICA	Atualizado
0043-1354	Water Research (Oxford)	A2	ASTRONOMIA / FÍSICA	Atualizado
0001-5237	Acta Astronomica	B1	ASTRONOMIA / FÍSICA	Atualizado
0065-2504	Advances in Ecological Research	B1	ASTRONOMIA / FÍSICA	Atualizado
0898-8838	Advances in Inorganic Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0939-4451	Amino Acids (Wien. Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0003-2670	Analytica Chimica Acta (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1618-2642	Analytical and Bioanalytical Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0003-2697	Analytical Biochemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0066-4804	Antimicrobial Agents and Chemotherapy (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0926-860X	Applied Catalysis. A, General (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0947-8396	Applied Physics. A, Materials Science & Processing (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0946-2171	Applied Physics. B, Lasers and Optics (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0166-445X	Aquatic Toxicology	B1	ASTRONOMIA / FÍSICA	Atualizado
1352-2310	Atmospheric Environment (1994)	B1	ASTRONOMIA / FÍSICA	Atualizado
0092-640X	Atomic Data and Nuclear Data Tables (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0006-291X	Biochemical and Biophysical Research Communications (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1369-703X	Biochemical Engineering Journal	B1	ASTRONOMIA / FÍSICA	Atualizado
0006-2960	Biochemistry (Easton)	B1	ASTRONOMIA / FÍSICA	Atualizado
1570-9639	Biochimica et Biophysica Acta. Proteins and Proteomics	B1	ASTRONOMIA / FÍSICA	Atualizado
0300-9084	Biochimie (Paris. Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1726-4170	Biogeosciences (Katlenburg-Lindau. Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1934-8630	Biointerphases	B1	ASTRONOMIA / FÍSICA	Atualizado
1559-4106	BIOINTERPHASES	B1	ASTRONOMIA / FÍSICA	Atualizado
1745-6150	Biology Direct	B1	ASTRONOMIA / FÍSICA	Atualizado
1744-9561	Biology Letters (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0006-3363	Biology of Reproduction	B1	ASTRONOMIA / FÍSICA	Atualizado
0961-9534	Biomass & Bioenergy	B1	ASTRONOMIA / FÍSICA	Atualizado
2156-7085	Biomedical Optics Express	B1	ASTRONOMIA / FÍSICA	Atualizado
0966-0844	BioMetals (Oxford)	B1	ASTRONOMIA / FÍSICA	Atualizado
0968-0896	Bioorganic & Medicinal Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0301-4622	Biophysical Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0006-3525	Biopolymers (New York. Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0960-8524	Bioresource Technology	B1	ASTRONOMIA / FÍSICA	Atualizado
0006-3592	Biotechnology and Bioengineering (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1471-2164	BMC Genomics	B1	ASTRONOMIA / FÍSICA	Atualizado
1471-2229	BMC Plant Biology (Online)	B1	ASTRONOMIA / FÍSICA	Atualizado
1472-6807	BMC Structural Biology (Online)	B1	ASTRONOMIA / FÍSICA	Atualizado
8756-3282	Bone (New York, N.Y.)	B1	ASTRONOMIA / FÍSICA	Atualizado
0896-0267	Brain Topography	B1	ASTRONOMIA / FÍSICA	Atualizado
0103-9733	Brazilian Journal of Physics (Impresso)	B1	ASTRONOMIA / FÍSICA	Atualizado
0304-3835	Cancer Letters (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0144-8617	Carbohydrate Polymers	B1	ASTRONOMIA / FÍSICA	Atualizado
1566-7367	Catalysis Communications (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0923-2958	Celestial Mechanics & Dynamical Astronomy	B1	ASTRONOMIA / FÍSICA	Atualizado
1085-9195	Cell Biochemistry and Biophysics	B1	ASTRONOMIA / FÍSICA	Atualizado
0333-1024	Cephalalgia (Oslo)	B1	ASTRONOMIA / FÍSICA	Atualizado
1054-1500	Chaos (Woodbury, N.Y.)	B1	ASTRONOMIA / FÍSICA	Atualizado
1385-8947	Chemical Engineering Journal (1996)	B1	ASTRONOMIA / FÍSICA	Atualizado
0009-2541	Chemical Geology	B1	ASTRONOMIA / FÍSICA	Atualizado
0009-2614	Chemical Physics Letters (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0301-0104	Chemical Physics (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1198-743X	Clinical Microbiology and Infection (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0303-402X	Colloid and Polymer Science (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0927-7765	Colloids and Surfaces. B, Biointerfaces (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1007-5704	Communications in Nonlinear Science & Numerical Simulation	B1	ASTRONOMIA / FÍSICA	Atualizado
1359-835X	Composites. Part A, Applied Science and Manufacturing	B1	ASTRONOMIA / FÍSICA	Atualizado
0010-4655	Computer Physics Communications	B1	ASTRONOMIA / FÍSICA	Atualizado
0010-7514	Contemporary Physics (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0010-938X	Corrosion Science	B1	ASTRONOMIA / FÍSICA	Atualizado
1568-0266	Current Topics in Medicinal Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0109-5641	Dental Materials	B1	ASTRONOMIA / FÍSICA	Atualizado
1568-7864	DNA Repair (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0906-7590	Ecography (Copenhagen)	B1	ASTRONOMIA / FÍSICA	Atualizado
1040-0397	Electroanalysis (New York, N.Y.)	B1	ASTRONOMIA / FÍSICA	Atualizado
0013-4686	Electrochimica Acta	B1	ASTRONOMIA / FÍSICA	Atualizado
0887-0624	Energy & Fuels (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1748-9326	Environmental Research Letters	B1	ASTRONOMIA / FÍSICA	Atualizado
0013-9580	Epilepsia (Copenhagen)	B1	ASTRONOMIA / FÍSICA	Atualizado
1535-9778	Eukaryotic Cell	B1	ASTRONOMIA / FÍSICA	Atualizado
0175-7571	European Biophysics Journal	B1	ASTRONOMIA / FÍSICA	Atualizado
1434-1948	European Journal of Inorganic Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0223-5234	European Journal of Medicinal Chemistry	B1	ASTRONOMIA / FÍSICA	Atualizado
1434-193X	European Journal of Organic Chemistry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0939-6411	European Journal of Pharmaceutics and Biopharmaceutics	B1	ASTRONOMIA / FÍSICA	Atualizado
0720-048X	European Journal of Radiology	B1	ASTRONOMIA / FÍSICA	Atualizado
1434-6001	European Physical Journal. A, Hadrons and Nuclei (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0014-3057	European Polymer Journal	B1	ASTRONOMIA / FÍSICA	Atualizado
0308-8146	Food Chemistry	B1	ASTRONOMIA / FÍSICA	Atualizado
1662-5188	Frontiers in Computational Neuroscience	B1	ASTRONOMIA / FÍSICA	Atualizado
1662-5110	Frontiers in Neural Circuits	B1	ASTRONOMIA / FÍSICA	Atualizado
0016-2361	Fuel (Guildford)	B1	ASTRONOMIA / FÍSICA	Atualizado
0001-7701	General Relativity and Gravitation	B1	ASTRONOMIA / FÍSICA	Atualizado
0016-7037	Geochimica et Cosmochimica Acta	B1	ASTRONOMIA / FÍSICA	Atualizado
0094-8276	Geophysical Research Letters	B1	ASTRONOMIA / FÍSICA	Atualizado
0309-0167	Histopathology (Oxford. Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0018-9197	IEEE Journal of Quantum Electronics	B1	ASTRONOMIA / FÍSICA	Atualizado
1943-0655	IEEE Photonics Journal	B1	ASTRONOMIA / FÍSICA	Atualizado
0018-9383	IEEE Transactions on Electron Devices	B1	ASTRONOMIA / FÍSICA	Atualizado
0018-9448	IEEE Transactions on Information Theory	B1	ASTRONOMIA / FÍSICA	Atualizado
1045-9227	IEEE Transactions on Neural Networks	B1	ASTRONOMIA / FÍSICA	Atualizado
0966-9795	Intermetallics (Barking)	B1	ASTRONOMIA / FÍSICA	Atualizado
1387-3806	International Journal of Mass Spectrometry (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1176-9114	International Journal of Nanomedicine (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1565-1339	International Journal of Nonlinear Sciences and Numerical Simulation	B1	ASTRONOMIA / FÍSICA	Atualizado
0378-5173	International Journal of Pharmaceutics (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
0146-0404	Investigative Ophthalmology & Visual Science	B1	ASTRONOMIA / FÍSICA	Atualizado
0021-8561	Journal of Agricultural and Food Chemistry	B1	ASTRONOMIA / FÍSICA	Atualizado
0925-8388	Journal of Alloys and Compounds	B1	ASTRONOMIA / FÍSICA	Atualizado
0021-8979	Journal of Applied Physics	B1	ASTRONOMIA / FÍSICA	Atualizado
8750-7587	Journal of Applied Physiology (1985)	B1	ASTRONOMIA / FÍSICA	Atualizado
0305-0270	Journal of Biogeography (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1549-3296	Journal of Biomedical Materials Research. Part A	B1	ASTRONOMIA / FÍSICA	Atualizado
1552-4973	Journal of Biomedical Materials Research. Part B, Applied Biomaterials	B1	ASTRONOMIA / FÍSICA	Atualizado
1083-3668	Journal of Biomedical Optics	B1	ASTRONOMIA / FÍSICA	Atualizado
0021-9614	Journal of Chemical Thermodynamics	B1	ASTRONOMIA / FÍSICA	Atualizado
0894-8755	Journal of Climate	B1	ASTRONOMIA / FÍSICA	Atualizado
0021-9797	Journal of Colloid and Interface Science (Print)	B1	ASTRONOMIA / FÍSICA	Atualizado
1572-6657	Journal of Electroanalytical Chemistry	B1	ASTRONOMIA / FÍSICA	Atualizado
