ISSN	Título	Estrato	Área de Avaliação	Status
0030-3992	Optics and Laser Technology	A1	ENGENHARIAS IV	Atualizado
1094-4087	Optics Express	A1	ENGENHARIAS IV	Atualizado
0146-9592	Optics Letters	A1	ENGENHARIAS IV	Atualizado
1566-1199	Organic Electronics (Print)	A1	ENGENHARIAS IV	Atualizado
0031-3203	Pattern Recognition	A1	ENGENHARIAS IV	Atualizado
0031-9155	Physics in Medicine and Biology (Print)	A1	ENGENHARIAS IV	Atualizado
1557-1955	Plasmonics (Norwell, Mass.)	A1	ENGENHARIAS IV	Atualizado
0018-9219	Proceedings of the IEEE	A1	ENGENHARIAS IV	Atualizado
1062-7995	Progress in Photovoltaics (Print)	A1	ENGENHARIAS IV	Atualizado
1573-1332	Quantum Information Processing (Dordrecht. Online)	A1	ENGENHARIAS IV	Atualizado
1570-0755	Quantum Information Processing (Print)	A1	ENGENHARIAS IV	Atualizado
0960-1481	Renewable Energy	A1	ENGENHARIAS IV	Atualizado
0034-6748	Review of Scientific Instruments	A1	ENGENHARIAS IV	Atualizado
0736-5845	Robotics and Computer-Integrated Manufacturing	A1	ENGENHARIAS IV	Atualizado
0268-1242	Semiconductor Science and Technology (Print)	A1	ENGENHARIAS IV	Atualizado
0924-4247	Sensors and Actuators. A, Physical	A1	ENGENHARIAS IV	Atualizado
0925-4005	Sensors and Actuators. B, Chemical	A1	ENGENHARIAS IV	Atualizado
1424-8220	Sensors (Basel)	A1	ENGENHARIAS IV	Atualizado
0363-0129	SIAM Journal on Control and Optimization (Print)	A1	ENGENHARIAS IV	Atualizado
0923-5965	Signal Processing. Image Communication	A1	ENGENHARIAS IV	Atualizado
0165-1684	Signal Processing (Print)	A1	ENGENHARIAS IV	Atualizado
0038-092X	Solar Energy	A1	ENGENHARIAS IV	Atualizado
0927-0248	Solar Energy Materials and Solar Cells	A1	ENGENHARIAS IV	Atualizado
0038-1101	Solid-State Electronics	A1	ENGENHARIAS IV	Atualizado
0167-6393	Speech Communication (Print)	A1	ENGENHARIAS IV	Atualizado
0953-2048	Superconductor Science and Technology (Print)	A1	ENGENHARIAS IV	Atualizado
0167-6911	Systems & Control Letters (Print)	A1	ENGENHARIAS IV	Atualizado
0278-3649	The International Journal of Robotics Research	A1	ENGENHARIAS IV	Atualizado
1536-5379	The Journal of Optical Networking	A1	ENGENHARIAS IV	Atualizado
0001-4966	The Journal of the Acoustical Society of America	A1	ENGENHARIAS IV	Atualizado
0040-6090	Thin Solid Films	A1	ENGENHARIAS IV	Atualizado
0301-5629	Ultrasound in Medicine & Biology	A1	ENGENHARIAS IV	Atualizado
0098-3500	ACM Transactions on Mathematical Software	A2	ENGENHARIAS IV	Atualizado
1944-8252	ACS Applied Materials & Interfaces (Online)	A2	ENGENHARIAS IV	Atualizado
1944-8244	ACS Applied Materials & Interfaces (Print)	A2	ENGENHARIAS IV	Atualizado
1742-7061	Acta Biomaterialia	A2	ENGENHARIAS IV	Atualizado
1359-6454	Acta Materialia (Oxford)	A2	ENGENHARIAS IV	Atualizado
1615-4150	Advanced Synthesis & Catalysis (Print)	A2	ENGENHARIAS IV	Atualizado
1270-9638	Aerospace Science and Technology (Imprimé)	A2	ENGENHARIAS IV	Atualizado
1434-8411	AEU. International Journal of Electronics and Communications (Print)	A2	ENGENHARIAS IV	Atualizado
0161-9152	Age	A2	ENGENHARIAS IV	Atualizado
0001-1452	AIAA Journal (Print)	A2	ENGENHARIAS IV	Atualizado
1073-449X	American Journal of Respiratory and Critical Care Medicine	A2	ENGENHARIAS IV	Atualizado
0001-3765	Anais da Academia Brasileira de Ciências (Impresso)	A2	ENGENHARIAS IV	Atualizado
0925-1030	Analog Integrated Circuits and Signal Processing	A2	ENGENHARIAS IV	Atualizado
1573-1979	Analog Integrated Circuits and Signal Processing (Dordrecht. Online)	A2	ENGENHARIAS IV	Atualizado
0003-2654	Analyst (London. 1877. Print)	A2	ENGENHARIAS IV	Atualizado
0003-2670	Analytica Chimica Acta (Print)	A2	ENGENHARIAS IV	Atualizado
0003-2700	Analytical Chemistry (Washington)	A2	ENGENHARIAS IV	Atualizado
0003-3022	Anesthesiology (Philadelphia)	A2	ENGENHARIAS IV	Atualizado
0003-4347	Annales des Telecommunications	A2	ENGENHARIAS IV	Atualizado
1047-2797	Annals of Epidemiology	A2	ENGENHARIAS IV	Atualizado
0003-4916	Annals of Physics (Print)	A2	ENGENHARIAS IV	Atualizado
1958-9395	Annals of Telecommunications	A2	ENGENHARIAS IV	Atualizado
0066-4804	Antimicrobial Agents and Chemotherapy (Print)	A2	ENGENHARIAS IV	Atualizado
1063-5203	Applied and Computational Harmonic Analysis (Print)	A2	ENGENHARIAS IV	Atualizado
0883-9514	Applied Artificial Intelligence	A2	ENGENHARIAS IV	Atualizado
0926-860X	Applied Catalysis. A, General (Print)	A2	ENGENHARIAS IV	Atualizado
1054-4887	Applied Computational Electromagnetics Society Journal	A2	ENGENHARIAS IV	Atualizado
0306-2619	Applied Energy	A2	ENGENHARIAS IV	Atualizado
0096-3003	Applied Mathematics and Computation	A2	ENGENHARIAS IV	Atualizado
0893-9659	Applied Mathematics Letters	A2	ENGENHARIAS IV	Atualizado
0003-6951	Applied Physics Letters	A2	ENGENHARIAS IV	Atualizado
1568-4946	Applied Soft Computing (Print)	A2	ENGENHARIAS IV	Atualizado
0004-3702	Artificial Intelligence (General Ed.)	A2	ENGENHARIAS IV	Atualizado
1058-2916	ASAIO Journal (1992)	A2	ENGENHARIAS IV	Atualizado
0004-6361	Astronomy & Astrophysics (Berlin. Print)	A2	ENGENHARIAS IV	Atualizado
