ISSN	Título	Estrato	Área de Avaliação	Status
0090-3493	Critical Care Medicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1530-0293	Critical Care Medicine (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1389-2002	Current Drug Metabolism	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0958-1669	Current Opinion in Biotechnology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1369-5274	Current Opinion in Microbiology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1471-4892	Current Opinion in Pharmacology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0959-440X	Current Opinion in Structural Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1359-6101	Cytokine & Growth Factor Reviews	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1534-5807	Developmental Cell	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0950-1991	Development (Cambridge)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0149-5992	Diabetes Care	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0012-1797	Diabetes (New York, N.Y.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0012-186X	Diabetologia (Berlin)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1359-6446	Drug Discovery Today	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0012-9615	Ecological Monographs	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0261-4189	EMBO Journal (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1469-221X	EMBO Reports (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1080-6059	Emerging Infectious Diseases (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1080-6040	Emerging Infectious Diseases (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0091-6765	Environmental Health Perspectives	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1462-2912	Environmental Microbiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0013-936X	Environmental Science & Technology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1520-5851	Environmental Science & Technology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0160-4120	Environment International	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0195-668X	European Heart Journal	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1359-6349	European Journal of Cancer. Supplement (1990)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0014-2980	European Journal of Immunology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1521-4141	European Journal of Immunology (Internet)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1721-727X	European Journal of Inflammation	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0302-2838	European Urology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0014-3820	Evolution (Lancaster, PA.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1354-3784	Expert Opinion on Investigational Drugs	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1462-3994	Expert Reviews in Molecular Medicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0168-6445	FEMS Microbiology Reviews (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1467-2960	Fish and Fisheries (Oxford. Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0891-5849	Free Radical Biology & Medicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1662-5110	Frontiers in Neural Circuits	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0016-5085	Gastroenterology (New York, N.Y. 1943)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0890-9369	Genes & Development	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1474-7596	Genome Biology (Print): Biology for the Post-Genomic Era	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1088-9051	Genome Research	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1463-9262	Green Chemistry (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0017-5749	Gut (London)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0390-6078	Haematologica (Roma)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0270-9139	Hepatology (Baltimore, Md.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1050-9631	Hippocampus (New York, N.Y. Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1065-9471	Human Brain Mapping (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
