ISSN	Título	Estrato	Área de Avaliação	Status
0250-7161	EURE (Santiago. Impresa)	B1	SERVIÇO SOCIAL	Atualizado
0393-2990	European Journal of Epidemiology	B1	SERVIÇO SOCIAL	Atualizado
1852-4729	Herramienta Web	B1	SERVIÇO SOCIAL	Atualizado
1980-4369	História (São Paulo. Online)	B1	SERVIÇO SOCIAL	Atualizado
1806-9983	Horizontes Antropológicos (Online)	B1	SERVIÇO SOCIAL	Atualizado
0104-7183	Horizontes Antropológicos (UFRGS. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1807-5762	Interface (Botucatu. Online)	B1	SERVIÇO SOCIAL	Atualizado
0300-5771	International Journal of Epidemiology	B1	SERVIÇO SOCIAL	Atualizado
0891-1916	International Journal of Political Economy	B1	SERVIÇO SOCIAL	Atualizado
0047-2085	Jornal Brasileiro de Psiquiatria (UFRJ. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0021-7557	Jornal de Pediatria (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0021-9320	Journal of Biosocial Science (Print)	B1	SERVIÇO SOCIAL	Atualizado
1913-9047	Journal of Politics and Law (Toronto)	B1	SERVIÇO SOCIAL	Atualizado
0140-6736	Lancet (British edition)	B1	SERVIÇO SOCIAL	Atualizado
0024-2020	Liberté (Montréal)	B1	SERVIÇO SOCIAL	Atualizado
1676-4285	Online Brazilian Journal of Nursing	B1	SERVIÇO SOCIAL	Atualizado
0191-4537	Philosophy & Social Criticism	B1	SERVIÇO SOCIAL	Atualizado
0103-7331	Physis (UERJ. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1578-0236	Portularia (Huelva)	B1	SERVIÇO SOCIAL	Atualizado
0103-7307	Pró-Posições (UNICAMP. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1413-8557	Psicologia Escolar e Educacional (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0103-5371	Psico (PUCRS. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0034-7590	RAE (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0893-5696	Rethinking Marxism	B1	SERVIÇO SOCIAL	Atualizado
0104-1282	Revista Brasileira de Crescimento e Desenvolvimento Humano (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1413-3555	Revista Brasileira de Fisioterapia (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1806-9347	Revista Brasileira de História (Online)	B1	SERVIÇO SOCIAL	Atualizado
0717-7518	Revista Chilena de Nutricion	B1	SERVIÇO SOCIAL	Atualizado
0101-3157	Revista de Economia Política (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1980-6906	Revista de Psicologia : Teoria e Prática (Online)	B1	SERVIÇO SOCIAL	Atualizado
0101-4366	Revista do Instituto Histórico e Geographico Brazileiro	B1	SERVIÇO SOCIAL	Atualizado
1020-4989	Revista Panamericana de Salud Publica (Print)	B1	SERVIÇO SOCIAL	Atualizado
1669-2381	Salud Colectiva	B1	SERVIÇO SOCIAL	Atualizado
0103-1104	Saude em Debate	B1	SERVIÇO SOCIAL	Atualizado
1138-9788	Scripta Nova (Barcelona)	B1	SERVIÇO SOCIAL	Atualizado
1984-6487	Sexualidad, Salud y Sociedad (Rio de Janeiro)	B1	SERVIÇO SOCIAL	Atualizado
1646-4990	Sísifo - Revista de Ciências da Educação	B1	SERVIÇO SOCIAL	Atualizado
1461-7404	Social Compass (Online)	B1	SERVIÇO SOCIAL	Atualizado
1557-7112	Social Medicine (Social Medicine Publication Group)	B1	SERVIÇO SOCIAL	Atualizado
1433-9285	Social Psychiatry and Psychiatric Epidemiology (Internet)	B1	SERVIÇO SOCIAL	Atualizado
0933-7954	Social Psychiatry and Psychiatric Epidemiology (Print)	B1	SERVIÇO SOCIAL	Atualizado
1613-8953	Social Work & Society	B1	SERVIÇO SOCIAL	Atualizado
0102-6992	Sociedade e Estado (UnB. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
1806-6445	Sur. Revista Internacional de Direitos Humanos (Impresso)	B1	SERVIÇO SOCIAL	Atualizado
2238-1856	Temporalis	B1	SERVIÇO SOCIAL	Atualizado
1518-7934	Temporalis (Brasília)	B1	SERVIÇO SOCIAL	Atualizado
1413-7704	Tempo. Revista do Departamento de História da UFF	B1	SERVIÇO SOCIAL	Atualizado
0104-0707	Texto & Contexto Enfermagem (UFSC. Impresso)	B1	SERVIÇO SOCIAL	Atualizado
0002-9637	The American Journal of Tropical Medicine and Hygiene	B1	SERVIÇO SOCIAL	Atualizado
0486-6134	The Review of Radical Political Economics	B1	SERVIÇO SOCIAL	Atualizado
1809-4341	Vibrant (Florianópolis)	B1	SERVIÇO SOCIAL	Atualizado
1471-2393	BMC Pregnancy and Childbirth (Online)	B2	SERVIÇO SOCIAL	Atualizado
0045-3609	Business and Society Review (1974)	B2	SERVIÇO SOCIAL	Atualizado
1516-3717	Cadernos de Psicologia Social do Trabalho (USP)	B2	SERVIÇO SOCIAL	Atualizado
0008-7157	Casa de las Américas	B2	SERVIÇO SOCIAL	Atualizado
0333-1024	Cephalalgia (Oslo)	B2	SERVIÇO SOCIAL	Atualizado
1546-2250	Children, Youth and Environments	B2	SERVIÇO SOCIAL	Atualizado
1677-3861	Ciência, Cuidado & Saúde	B2	SERVIÇO SOCIAL	Atualizado
0103-8478	Ciência Rural (UFSM. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1519-7050	Ciências Sociais Unisinos	B2	SERVIÇO SOCIAL	Atualizado
0717-7828	Contextos (Santiago)	B2	SERVIÇO SOCIAL	Atualizado
1988-7833	Contribuciones a las Ciencias Sociales	B2	SERVIÇO SOCIAL	Atualizado
0104-9321	Critica Marxista (São Paulo)	B2	SERVIÇO SOCIAL	Atualizado
1471-8731	Developing World Bioethics (Print)	B2	SERVIÇO SOCIAL	Atualizado
0376-835X	Development Southern Africa	B2	SERVIÇO SOCIAL	Atualizado
0211-9536	Dynamis (Granada)	B2	SERVIÇO SOCIAL	Atualizado
1647-0737	E-cadernos CES (Online)	B2	SERVIÇO SOCIAL	Atualizado
1982-596X	Educação e Filosofia (Online)	B2	SERVIÇO SOCIAL	Atualizado
2178-258X	Educacao em Perspectiva (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0101-465X	Educação (PUCRS. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0101-9031	Educação (UFSM)	B2	SERVIÇO SOCIAL	Atualizado
1519-387X	Educação Unisinos	B2	SERVIÇO SOCIAL	Atualizado
1135-805X	Educació Social	B2	SERVIÇO SOCIAL	Atualizado
1316-4910	EDUCERE (Mérida)	B2	SERVIÇO SOCIAL	Atualizado
1982-7814	Emancipação (Online) (Ponta Grossa)	B2	SERVIÇO SOCIAL	Atualizado
1519-7611	Emancipação (UEPG. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1414-0144	Estudos de Sociologia (São Paulo)	B2	SERVIÇO SOCIAL	Atualizado
2175-5604	Germinal: Marxismo e Educação em Debate	B2	SERVIÇO SOCIAL	Atualizado
0957-4824	Health Promotion International (Print)	B2	SERVIÇO SOCIAL	Atualizado
0329-6121	Herramienta (Buenos Aires)	B2	SERVIÇO SOCIAL	Atualizado
1807-1600	Holos (Natal. Online)	B2	SERVIÇO SOCIAL	Atualizado
1414-3283	Interface (Botucatu. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1861-1303	International Journal of Action Research	B2	SERVIÇO SOCIAL	Atualizado
1447-9540	International Journal of Learning (Online)	B2	SERVIÇO SOCIAL	Atualizado
2040-1744	Journal of Developmental Origins of Health and Disease (Print)	B2	SERVIÇO SOCIAL	Atualizado
0143-005X	Journal of Epidemiology and Community Health (1979)	B2	SERVIÇO SOCIAL	Atualizado
1518-9325	Libertas (Juiz de Fora. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1980-8518	Libertas (UFJF. Online)	B2	SERVIÇO SOCIAL	Atualizado
1808-3536	Liinc em Revista	B2	SERVIÇO SOCIAL	Atualizado
0292-0107	Multitudes (Paris)	B2	SERVIÇO SOCIAL	Atualizado
0939-4753	NMCD. Nutrition Metabolism and Cardiovascular Diseases (Testo Stampato)	B2	SERVIÇO SOCIAL	Atualizado
0962-7480	Occupational Medicine (Oxford)	B2	SERVIÇO SOCIAL	Atualizado
2236-8493	Oikos: Revista Brasileira de Economia Doméstica	B2	SERVIÇO SOCIAL	Atualizado
0101-5273	Oikos (Viçosa, Mg)	B2	SERVIÇO SOCIAL	Atualizado
1413-585X	Organizações & Sociedade (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1415-1804	O Social em Questão	B2	SERVIÇO SOCIAL	Atualizado
0269-5022	Paediatric and Perinatal Epidemiology (Print)	B2	SERVIÇO SOCIAL	Atualizado
0031-3998	Pediatric Research	B2	SERVIÇO SOCIAL	Atualizado
1405-1133	Perspectivas Sociales - Social Perspectives	B2	SERVIÇO SOCIAL	Atualizado
0102-5473	Perspectiva (UFSC)	B2	SERVIÇO SOCIAL	Atualizado
2176-0136	Pesquisa em Foco (UEMA)	B2	SERVIÇO SOCIAL	Atualizado
1414-9893	Psicologia: Ciência e Profissão (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0102-3772	Psicologia: Teoria e Pesquisa (UnB. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0103-6564	Psicologia USP (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1368-9800	Public Health Nutrition (Wallingford)	B2	SERVIÇO SOCIAL	Atualizado
1415-6555	RAC. Revista de Administração Contemporânea (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1677-7387	RECADM : Revista Eletrônica de Ciência Administrativa	B2	SERVIÇO SOCIAL	Atualizado
2316-5251	Revista Ártemis - Estudos de Gênero, Feminismo e Sexualidades	B2	SERVIÇO SOCIAL	Atualizado
0034-7140	Revista Brasileira de Economia (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1415-790X	Revista Brasileira de Epidemiologia (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0102-3098	Revista Brasileira de Estudos de População (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0034-7183	Revista Brasileira de Estudos Pedagógicos (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1519-3829	Revista Brasileira de Saúde Materno Infantil (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0104-4230	Revista da Associação Médica Brasileira (1992. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1415-1979	Revista da Sociedade Brasileira de Economia Política	B2	SERVIÇO SOCIAL	Atualizado
0034-7612	Revista de Administração Pública (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1982-5269	Revista Debates (UFRGS)	B2	SERVIÇO SOCIAL	Atualizado
1415-9848	Revista de Economia Contemporânea (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0124-0064	Revista de Salud Publica	B2	SERVIÇO SOCIAL	Atualizado
1806-7417	Revista FEMA	B2	SERVIÇO SOCIAL	Atualizado
1984-8226	Revista Fronteiras (Online)	B2	SERVIÇO SOCIAL	Atualizado
0102-6933	Revista Gaúcha de Enfermagem (UFRGS. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1676-2584	Revista HISTEDBR On-line	B2	SERVIÇO SOCIAL	Atualizado
1518-6768	Revista Interface	B2	SERVIÇO SOCIAL	Atualizado
1139-0921	Revista Multidisciplinar de Gerontología	B2	SERVIÇO SOCIAL	Atualizado
2176-7912	Revista NUPEM (Online)	B2	SERVIÇO SOCIAL	Atualizado
1519-549X	Revista Psicologia Política (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
0104-1290	Saúde e Sociedade (USP. Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1679-4842	Serviço Social em Revista (Online)	B2	SERVIÇO SOCIAL	Atualizado
1873-5347	Social Science & Medicine (Online)	B2	SERVIÇO SOCIAL	Atualizado
2317-0204	Sociedade em Debate	B2	SERVIÇO SOCIAL	Atualizado
1414-9869	Sociedade em Debate (UCPel)	B2	SERVIÇO SOCIAL	Atualizado
0002-9629	The American Journal of the Medical Sciences (Print)	B2	SERVIÇO SOCIAL	Atualizado
0893-2174	The International Journal of Prosthodontics	B2	SERVIÇO SOCIAL	Atualizado
0022-3166	The Journal of Nutrition (Print)	B2	SERVIÇO SOCIAL	Atualizado
0797-0226	Trabajo Social (Montevideo)	B2	SERVIÇO SOCIAL	Atualizado
1678-1007	Trabalho, Educação e Saúde (Impresso)	B2	SERVIÇO SOCIAL	Atualizado
1745-641X	Work Organisation, Labour & Globalisation (Print)	B2	SERVIÇO SOCIAL	Atualizado
1051-9815	Work (Reading, MA)	B2	SERVIÇO SOCIAL	Atualizado
0102-8650	Acta Cirúrgica Brasileira (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
0002-0591	Afro-Ásia (UFBA. Impresso)	B3	SERVIÇO SOCIAL	Atualizado
1414-7378	Antropolítica (UFF)	B3	SERVIÇO SOCIAL	Atualizado
0066-782X	Arquivos Brasileiros de Cardiologia (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
1516-8603	ArtCultura (UFU)	B3	SERVIÇO SOCIAL	Atualizado
1553-555X	Best Practices in Mental Health	B3	SERVIÇO SOCIAL	Atualizado
1984-8951	Cadernos de Pesquisa Interdisciplinar em Ciências Humanas (Online)	B3	SERVIÇO SOCIAL	Atualizado
2175-2613	Cadernos de Pesquisa: Pensamento Educacional (Curitiba. Online)	B3	SERVIÇO SOCIAL	Atualizado
0305-1862	Child Care Health and Development (Print)	B3	SERVIÇO SOCIAL	Atualizado
1518-4463	Ciencias Sociales y Religión (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
1519-6089	Civitas: Revista de Ciências Sociais (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
0328-2856	Conciencia Social	B3	SERVIÇO SOCIAL	Atualizado
1278-3366	Cybergeo (Paris)	B3	SERVIÇO SOCIAL	Atualizado
1677-1303	Dialogia (UNINOVE. Impresso)	B3	SERVIÇO SOCIAL	Atualizado
0104-6160	Eco (UFRJ)	B3	SERVIÇO SOCIAL	Atualizado
1809-5208	Educere et Educare (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
1080-6040	Emerging Infectious Diseases (Print)	B3	SERVIÇO SOCIAL	Atualizado
1980-2668	Ensaios FEE (Online)	B3	SERVIÇO SOCIAL	Atualizado
1414-722X	Esboços (UFSC)	B3	SERVIÇO SOCIAL	Atualizado
1414-8145	Escola Anna Nery	B3	SERVIÇO SOCIAL	Atualizado
1983-036X	Estudo & Debate (Online)	B3	SERVIÇO SOCIAL	Atualizado
1676-2592	ETD. Educação Temática Digital	B3	SERVIÇO SOCIAL	Atualizado
1973-9087	European Journal of Physical and Rehabilitation Medicine (Testo Stampato)	B3	SERVIÇO SOCIAL	Atualizado
1518-2002	Geografares: Revista do Mestrado e do Departamento de Geografia, Centro de Ciências Humanas e Naturais (UFES)	B3	SERVIÇO SOCIAL	Atualizado
1517-7793	GEOgraphia (UFF)	B3	SERVIÇO SOCIAL	Atualizado
2178-8030	Gestao e Planejamento	B3	SERVIÇO SOCIAL	Atualizado
1757-9759	Global Health Promotion (Print)	B3	SERVIÇO SOCIAL	Atualizado
0268-1153	Health Education Research	B3	SERVIÇO SOCIAL	Atualizado
0120-4661	Historia y Espacio	B3	SERVIÇO SOCIAL	Atualizado
0268-1161	Human Reproduction (Oxford. Print)	B3	SERVIÇO SOCIAL	Atualizado
1981-8920	Informação & Informação (UEL. Online)	B3	SERVIÇO SOCIAL	Atualizado
0307-0565	International Journal of Obesity	B3	SERVIÇO SOCIAL	Atualizado
1679-9844	InterScience Place	B3	SERVIÇO SOCIAL	Atualizado
1807-1384	INTERthesis (Florianópolis)	B3	SERVIÇO SOCIAL	Atualizado
0091-7710	Journal of Anthropological Research	B3	SERVIÇO SOCIAL	Atualizado
1609-2694	Journal of Film Preservation	B3	SERVIÇO SOCIAL	Atualizado
0885-3924	Journal of Pain and Symptom Management	B3	SERVIÇO SOCIAL	Atualizado
1287-1672	La Revue Internationale et Stratégique	B3	SERVIÇO SOCIAL	Atualizado
0035-6522	La Rivista di Servizio Sociale	B3	SERVIÇO SOCIAL	Atualizado
1984-7238	Linhas (Florianópolis. Online)	B3	SERVIÇO SOCIAL	Atualizado
1415-854X	Lutas Sociais (PUCSP)	B3	SERVIÇO SOCIAL	Atualizado
1676-1669	Memorandum (Belo Horizonte)	B3	SERVIÇO SOCIAL	Atualizado
1984-2201	Mercator (Fortaleza. Online)	B3	SERVIÇO SOCIAL	Atualizado
1516-6481	Novos Cadernos NAEA	B3	SERVIÇO SOCIAL	Atualizado
1515-3282	Observatorio Social de América Latina	B3	SERVIÇO SOCIAL	Atualizado
2177-5648	Opsis	B3	SERVIÇO SOCIAL	Atualizado
1519-3276	Opsis (UFG)	B3	SERVIÇO SOCIAL	Atualizado
1516-6333	Outubro (São Paulo)	B3	SERVIÇO SOCIAL	Atualizado
1980-6183	Pensar a Prática (Online)	B3	SERVIÇO SOCIAL	Atualizado
1852-2459	Plaza Pública	B3	SERVIÇO SOCIAL	Atualizado
1932-6203	Plos One	B3	SERVIÇO SOCIAL	Atualizado
1809-4031	Práxis Educativa (Impresso)	B3	SERVIÇO SOCIAL	Atualizado
0214-9915	Psicothema (Oviedo)	B3	SERVIÇO SOCIAL	Atualizado
1677-4280	Qualit@s (UEPB)	B3	SERVIÇO SOCIAL	Atualizado
1515-1913	Razón y Revolución	B3	SERVIÇO SOCIAL	Atualizado
1413-2311	REAd. Revista Eletrônica de Administração (Porto Alegre. Online)	B3	SERVIÇO SOCIAL	Atualizado
